2026-03-11 10:21:48.684 | INFO     | app.core.level1_rule_engine:__init__:36 - Level1RuleEngine initialized with Jieba
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 大于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客户)?(?:[的、，, ]{0,3})?...
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 大于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客户)?(?:[的、，, ]{0,3})?...
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 大于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(?:的客户|客户)?(?:[的、，, ]...
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 大于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(?:的客户|客户)?(?:[的、，, ]...
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 大于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(?:的客户|客户)?(?:[的、，, ]...
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客户)?(?:[的、，, ]{0,3})?...
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客户)?(?:[的、，, ]{0,3})?...
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客户)?(?:[的、，, ]{0,3})?...
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(?:的客户|客户)?(?:[的、，, ]...
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(?:的客户|客户)?(?:[的、，, ]...
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(?:的客户|客户)?(?:[的、，, ]...
2026-03-11 10:21:48.807 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (\d+)岁?以上(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (\d+)岁?以上(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (\d+)岁?以上(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (\d+)岁?以上(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (\d+)岁?以上(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (\d+)岁?以上(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (?<!不)超过(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (?<!不)超过(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (?<!不)超过(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (?<!不)超过(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态....
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (?<!不)超过(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态....
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: (?<!不)超过(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态....
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 大于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 大于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 大于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 大于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 大于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 大于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(...
2026-03-11 10:21:48.808 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+高净值+性别' variant: 高于(\d+)岁(?:的客户|客户)?(?:[的、，, ]{0,3})?高净值(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(...
2026-03-11 10:21:48.808 | INFO     | app.core.level2_enhanced_matcher:_expand_composite_refs:278 - Composite '年龄GTE+婚姻+高净值+性别': 48 expanded variants
2026-03-11 10:21:48.809 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+有子女+未配置寿险责任' variant: (\d+)岁?以上(?:的客户|客户)?(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客户)?(?:[的、，, ]{0,3})...
2026-03-11 10:21:48.809 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+有子女+未配置寿险责任' variant: (\d+)岁?以上(?:的客户|客户)?(?:[的、，, ]{0,3})?(未婚|已婚|离婚|丧偶|未知)(?:的客户|客户)?(?:[的、，, ]{0,3})...
2026-03-11 10:21:48.809 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+有子女+未配置寿险责任' variant: (\d+)岁?以上(?:的客户|客户)?(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(?:的客户|客户)?(?:[的、，, ...
2026-03-11 10:21:48.809 | DEBUG    | app.core.level2_enhanced_matcher:_expand_composite_refs:273 - Composite '年龄GTE+婚姻+有子女+未配置寿险责任' variant: (\d+)岁?以上(?:的客户|客户)?(?:[的、，, ]{0,3})?(?:客户)?.{0,1}婚姻状态.{0,1}(?:的客户|客户)?(?:[的、，, ...
